restaurant_id,category,name,description,price
1361,Mammoth Muffins®,Blueberry Mammoth Muffin®,,3.79 USD
1361,Mammoth Muffins®,Half Dozen Blueberry Mammoth Muffins®,(650 cal each),11.39 USD
1361,Sweet Treats,NEW! Whole New York Cheesecake,"Whole, Fourteen Slices  (510 cal/slice)",34.49 USD
1361,Sweet Treats,NEW! New York Cheesecake Slice,,4.99 USD
1361,Sweet Treats,Strawberry &amp; Cream Cheese Crispers,"Delicious strawberries and sweet cream cheese tucked inside two hand-rolled wraps, lightly fried and dusted with powdered sugar.",5.29 USD
1361,Sweet Treats,Chocolate Walnut Brownie,,2.69 USD
1361,Sweet Treats,Half Dozen Chocolate Walnut Brownies,(560 cal each),7.99 USD
1361,Sweet Treats,Cinnamon Roll,,3.79 USD
1361,Cookies,Oatmeal Cranberry Cookie,"Oatmeal Cranberry Cookie (contains coconut) ",1.99 USD
1361,Cookies,Half Dozen Oatmeal Cranberry Cookies,Oatmeal Cranberry Cookie (contains coconut)  (290 cal each),5.89 USD
1361,Cookies,Sugar Cookie,,1.99 USD
1361,Cookies,Half Dozen Sugar Cookies,(310 cal each),5.89 USD
1361,Cakes,NEW! Chocolate Peanut Butter Drop,"A dynamite combination of fudge brownies, velvety smooth peanut butter mousse and chocolate cake is topped with brownie chunks and peanut butter chips. (710 Cal)",5.79 USD
1361,Cakes,NEW! Raspberry Lemon Drop,"Light &amp; refreshing! Yellow sponge cake is layered with lemon mousse and thick raspberry preserves. Finished with a bright lemon glaze and mini white chocolate curls. ",5.79 USD
1361,Cakes,NEW! Chocolate Overload Cake,"Four rich, dark chocolate, melt-in-your-mouth cake layers stacked high with sweet milk chocolate mousse filling and covered in decadent chocolate ganache. Since there can never be too much chocolate, it’s garnished with generous amounts of chocolate shavings. 940 calories/slice.",6.89 USD
1361,Beverages,Coffee,,3.39 USD
1361,Beverages,Decaf Coffee,,3.39 USD
1361,Beverages,Hot Tea,,3.39 USD
1361,Beverages,Hot Chocolate,,3.39 USD
1361,Beverages,Iced Tea,,3.49 USD
1361,Beverages,Coca-Cola Freestyle® Drink Choices,,3.49 USD
1361,Beverages,Juice (L),,3.79 USD
1361,Beverages,Milk (L),,3.89 USD
1361,Beverages,Milkshakes,"Hand-dipped with premium ice cream. Vanilla 880 cal, Chocolate 970 cal or Strawberry 900 cal.
",5.69 USD
1362,Picked for you,Bacon,,3.95 USD
1362,Picked for you,Sirloin Steak &amp; Shrimp Dinner (6 oz),Regular or blackened steak served with popcorn shrimp.,12.95 USD
1362,Picked for you,Short Stack,,4.95 USD
1362,Picked for you,Beer Battered Alaskan Pollock,Served with lemon and tartar sauce.,10.95 USD
1362,Picked for you,Super Nachos,"Taco meat, chili, cheese, tomatoes, onions, sour cream, and salsa.",10.95 USD
1362,Appetizers,French Fries,,5.95 USD
1362,Appetizers,Chili Cheese Fries,,7.95 USD
1362,Appetizers,Super Nachos,"Taco meat, chili, cheese, tomatoes, onions, sour cream, and salsa.",10.95 USD
1362,Appetizers,Pretzel Bites,,6.95 USD
1362,Appetizers,Beer Battered Onion Rings,,7.95 USD
1362,Appetizers,Jalapeno Poppers,,6.95 USD
1362,Appetizers,Fried Mozzarella Sticks,,7.95 USD
1362,Appetizers,Fried Mushrooms,,7.25 USD
1362,Appetizers,Mini Tacos,,7.95 USD
1362,Appetizers,Popcorn Chicken,,8.95 USD
1362,Appetizers,Lariat Hot Wings,,9.95 USD
1362,Rustle 'em Up,Indian Taco,"Frybread topped with taco meat, cheese, lettuce, tomatoes, onions, salsa, and sour cream.",8.95 USD
1362,Side Winders,Baked Potato,,2.95 USD
1362,Side Winders,Mashed Potatoes,,2.5 USD
1362,Side Winders,Cottage Cheese,,2.25 USD
1362,For the Lighter Side of the Trail,Taco Salad,"Lettuce topped with taco meat, cheese, tomatoes, onions, sour cream de salsa served in a tortilla bowl.",9.5 USD
1362,Hot Off the Griddle (Breakfast),Short Stack,,4.95 USD
1362,Hot Off the Griddle (Breakfast),Blueberry Short Stack,,5.5 USD
1362,Hot Cereal,Oatmeal,"Served with milk, raisins, and brown sugar.",4.95 USD
1362,Side Saddles,Caramel Roll,,2.95 USD
1362,Side Saddles,English Muffin,,1.95 USD
1362,Side Saddles,Bacon,,3.95 USD
1362,Side Saddles,Sausage,,2.95 USD
1362,Side Saddles,Ham,,3.95 USD
1362,Side Saddles,1 Egg,,1.5 USD
1362,Side Saddles,2 Eggs,,2.5 USD
1362,Side Saddles,Hashbrowns,,2.5 USD
1362,Side Saddles,American Fries,,2.5 USD
1362,Steaks ( Dinner),Sirloin Steak Dinner (6 oz),,9.95 USD
1362,Steaks ( Dinner),Sirloin Steak &amp; Shrimp Dinner (6 oz),Regular or blackened steak served with popcorn shrimp.,12.95 USD
1362,Seafood,Beer Battered Alaskan Pollock,Served with lemon and tartar sauce.,10.95 USD
1363,Picked for you,Crispy Chicken Sandwich,Hand-breaded chicken breast sandwich built just the way you want it.,11.49 USD
1363,Picked for you,Bacon Smashed Hatch Chile Burger,"Hand-smashed double patty topped with American cheese, bacon, hatch chile peppers, grilled onions, pickled peppers and hatch chile aioli,  served on a Challah bun.",13.49 USD
1363,Picked for you,Single Burger,Single patty hand-smashed burger built the way you want it.,10.49 USD
1363,Picked for you,All-American Cheeseburger,"Hand-smashed double patty topped with American cheese, lettuce, tomato, pickles, mustard, mayo, salt &amp; pepper, served on a Challah bun.",11.49 USD
1363,Picked for you,Double Burger,Double patty hand-smashed burger built just the way you want it.,11.49 USD
1363,Build Your Own,Double Burger,Double patty hand-smashed burger built just the way you want it.,11.49 USD
1363,Build Your Own,Crispy Chicken Sandwich,Hand-breaded chicken breast sandwich built just the way you want it.,11.49 USD
1363,Build Your Own,Grilled Chicken Sandwich,Grilled chicken breast sandwich built just the way you want it.,11.49 USD
1363,Build Your Own,Black Bean Burger,Black bean burger built just the way you want it.,9.99 USD
1363,Build Your Own,Single Burger,Single patty hand-smashed burger built the way you want it.,10.49 USD
1363,Burgers,All-American Cheeseburger,"Hand-smashed double patty topped with American cheese, lettuce, tomato, pickles, mustard, mayo, salt &amp; pepper, served on a Challah bun.",11.49 USD
1363,Burgers,Smoked Brisket Burger,"Hand-smashed double patty topped with American cheese, smoked brisket, Honey BBQ Sauce, bacon aioli, grilled onions and pickles, served on a Challah bun.",14.49 USD
1363,Burgers,Bacon Smashed Hatch Chile Burger,"Hand-smashed double patty topped with American cheese, bacon, hatch chile peppers, grilled onions, pickled peppers and hatch chile aioli,  served on a Challah bun.",13.49 USD
1363,Burgers,Wild Chicken Sandwich,"Hand-breaded chicken breast topped with Wild sauce, mayo and pickles, served on a Challah bun.",11.49 USD
1363,Burgers,Grilled Chicken Club Sandwich,"Grilled chicken breast topped with Swiss cheese, bacon, guacamole, bacon aioli, lettuce and tomato, served on a Challah bun.",15.49 USD
1363,Burgers,Southwestern Black Bean Burger,"Black bean burger topped with cheddar cheese, guacamole, Southwestern Ranch, lettuce, tomato, onion and pickles, served on a Challah bun.",11.99 USD
1363,Sides,French Fries,Natural-cut fries topped with sea salt and coarse pepper,2.0 USD
1363,Sides,Potato Wedges,Thick-cut potato wedges flavored with sour cream – chive seasoning.,3.0 USD
1363,Sides,Tater Tots,Crispy golden brown tater tots,3.0 USD
1363,Sides,Fried Pickles,Breaded dill pickle slices served with southwestern ranch,8.79 USD
1363,Desserts,Chocolate Fudge Cake,"Big, rich slice of chocolate fudge cake.",7.29 USD
1363,Drinks,Bottled Soda,,0.0 USD
1363,Drinks,Bottled Water,,1.99 USD
1364,Picked for you,Half Bird	,"Choice of 2 sides, green, or red salsa with homemade corn tortillas.",13.99 USD
1364,Picked for you,Rotisserie Tacos	,"Three homemade tortillas filled with our fresh rotisserie chicken topped with pico de gallo, served with classic costa rican black beans-rice and side of green, or red salsa.",11.0 USD
1364,Picked for you,Breast and Wing	,"1 side, green, or red salsa with homemade corn tortillas.",10.25 USD
1364,Picked for you,Chicken Chorizo Tacos	,"A fresh mix of chicken, carrots, cabbage and cashews. Marinated with a combination of soy sauce, garlic and Sirach sauce makes this dish healthy and delicious! Roger that!",11.75 USD
1364,Picked for you,Chicken Lettuce Wraps	,"Three large homemade empanadas. Filled up with rotisserie chicken and Colby cheese. Served with classic costa Rican black beans-rice and side of our green, or red salsa.",11.0 USD
1364,Appetizers,Chicken Wings	,"Delicious and fresh. Never frozen. 1 lb. Unbraided wings juicy and fallin’ from the bone. Choose from one of our sauces or get naked. Hot, medium, mild honey, or BBQ. Served with house bleu cheese.",12.99 USD
1364,Appetizers,Zinger Chicken Strips	,"5 of our breaded chicken strips tossed in your choice of wing sauce hot, medium, mild, honey, or BBQ. Served with bleu cheese or ranch.",9.5 USD
1364,Appetizers,Cheese Please,"5 of our breaded chicken strips tossed in your choice of wing sauce. Hot, medium, mild, honey or bbq. Served with bleu cheese or ranch",9.99 USD
1364,Appetizers,Buffadilla	,"Mozzarella cheese quesadilla stuffed with rotisserie chicken bathed in our medium wing sauce. Served with side of guacamole and red, or green salsa.",10.75 USD
1364,Appetizers,Chicken Gizzards	,"Mozzarella cheese quesadilla stuffed with rotisserie chicken bathed in our medium wing sauce. Served with side of guacamole and red, or green salsa.",9.25 USD
1364,Chicken Dish,Hearty Chicken Pot Pie,,11.75 USD
1364,Chicken Dish,Rotisserie Tacos	,"Three homemade tortillas filled with our fresh rotisserie chicken topped with pico de gallo, served with classic costa rican black beans-rice and side of green, or red salsa.",11.0 USD
1364,Chicken Dish,The Coop Soup,,6.5 USD
1364,Chicken Dish,Chicken Chorizo Tacos	,"A fresh mix of chicken, carrots, cabbage and cashews. Marinated with a combination of soy sauce, garlic and Sirach sauce makes this dish healthy and delicious! Roger that!",11.75 USD
1364,Chicken Dish,Chicken Lettuce Wraps	,"Three large homemade empanadas. Filled up with rotisserie chicken and Colby cheese. Served with classic costa Rican black beans-rice and side of our green, or red salsa.",11.0 USD
1364,Chicken Dish,Chicken Empanadas	,,12.0 USD
1364,Chicken Dish,Chimichanga	,"Macaroni and cheese is not just a side anymore! We added a healthy portion of shredded chicken and broccoli making this an irresistible and filling meal. Garnished with Colby jack cheese, and served with a side of Sirach chili sauce.",11.5 USD
1364,Chicken Dish,Macnarello	,,12.0 USD
1364,Rotisserie Meals,Whole Bird	,,23.99 USD
1364,Rotisserie Meals,Breast and Wing	,"1 side, green, or red salsa with homemade corn tortillas.",10.25 USD
1364,Rotisserie Meals,Half Bird	,"Choice of 2 sides, green, or red salsa with homemade corn tortillas.",13.99 USD
1364,Rotisserie Meals,Thigh and Leg	,"1 side, green, or red salsa with homemade corn tortillas.",9.99 USD
1364,Our Sides,Charros Beans,,3.99 USD
1364,Our Sides,French Fries,,3.99 USD
1364,Our Sides,Mac-n-Cheese,Gluten free.,3.99 USD
1364,Our Sides,Corn Tortillas,Gluten free.,3.99 USD
1364,Our Sides,Green Beans,Gluten free.,3.99 USD
1364,Our Sides,Corn,Gluten free.,3.99 USD
1364,Our Sides,Pico de Gallo,Gluten free.,3.99 USD
1364,Our Sides,Black Beans,,3.99 USD
1364,Our Sides,Corn Bread,Gluten free.,3.99 USD
1364,Our Sides,Smashed potatoes,Gluten free.,3.99 USD
1364,Our Sides,Serrano Peppers,Gluten free.,3.99 USD
1364,Our Sides,Steamed Broccoli,Gluten free.,3.99 USD
1364,Our Sides,Shredded Cabbage,Gluten free.,3.99 USD
1364,Our Sides,Guacamole,,3.99 USD
1364,Our Sides,Vanilla Ice Cream,,3.99 USD
1364,Desserts,Tres Leches Cake,,7.0 USD
1364,Desserts,Impossible Cake,"Gillette’s very own ice cream café has handcrafted a churro ice cream flavor, with the perfect combination of sugar, and cinnamon just for our coop customers. Served with a delicious churro for dipping makes this treat irresistible.",7.0 USD
1364,Desserts,Churro Ice Cream	,"Has handcrafted a churro ice cream flavor, with the perfect combination of sugar and cinnamon just for our Coop customers! Served with a delicious churro for dipping makes this treat irresistible.",7.0 USD
1365,Picked for you,Alpine Dip *New Recipe*,"Grilled roast beef, horseradish aioli, sautéed mushrooms, caramelized onions and Swiss served with au jus.",12.19 USD
1365,Picked for you,Original Mo!,"Chopped Sirloin with melted American, topped with chopped romaine, tomatoes, red onions, banana peppers, mayo, oil &amp; vinegar, and salt &amp; pepper.",11.79 USD
1365,Picked for you,Wildfire Chicken,"Grilled chicken with melted provolone, avocado mash, tomatoes, and our housemade sriracha lime mayo.",11.79 USD
1365,Picked for you,BBQ Bacon Mo!,"Chopped sirloin with melted American and bacon, topped with BBQ sauce, chopped romaine, crispy onion straws, and mayo.",11.99 USD
1365,Picked for you,The Motherlode,"Grilled turkey, roasted beef, ham, bacon, and melted swiss and cheddar, topped with chopped romaine, tomatoes, banana peppers and mayo.",11.79 USD
1365,THE MO!,Original Mo!,"Chopped Sirloin with melted American, topped with chopped romaine, tomatoes, red onions, banana peppers, mayo, oil &amp; vinegar, and salt &amp; pepper.",11.79 USD
1365,THE MO!,Beyond Mo! (100% Plant-based Meat),"Beyond 100% Plant-Based Meat with melted American, topped with romaine, tomatoes, red onions, banana peppers, mayo, Mo's Vinaigrette",10.29 USD
1365,THE MO!,Steakhouse Mo!,"Chopped sirloin with melted American, grilled mushrooms and onions, Swiss, peppercorn aioli and A.1. Original Steak Sauce",11.79 USD
1365,THE MO!,Southwest Mo!,"Chopped sirloin with melted American, topped with chopped romaine, avocado mash, chipotle mayo, salsa fresca, and jalapeno rings",11.99 USD
1365,THE MO!,BBQ Bacon Mo!,"Chopped sirloin with melted American and bacon, topped with BBQ sauce, chopped romaine, crispy onion straws, and mayo.",11.99 USD
1365,THE MO!,Bacon Blackened Bleu Mo!,"Blackened chopped sirloin with melted American, hardwood-smoked bacon, bleu cheese crumbles, shredded romaine, diced tomatos, mayo, and salt &amp; pepper.",11.99 USD
1365,THE MO!,Bronx Pastrami Mo!,"Chopped sirloin with melted American, premium grilled pastrami, sauteed onions, grey poupon dijon mustard, and roasted garlic aioli all topped with melted swiss and even more pastrami.",12.49 USD
1365,SIGNATURE SANDWICHES,NEW!  Apple and Bleu Sandwich,"Grilled turkey, bacon, maple dijonnaise, red apple, spinach and bleu cheese crumbles featured on our NEW all-butter croissant",11.79 USD
1365,SIGNATURE SANDWICHES,Pesto Peak Italiano,"Grilled salami, capicola, pepperoni, ham, and melted provolone, topped with chopped romaine, red onions, tomatoes, banana peppers, and our housemade lemon pesto mayo.",11.79 USD
1365,SIGNATURE SANDWICHES,The Motherlode,"Grilled turkey, roasted beef, ham, bacon, and melted swiss and cheddar, topped with chopped romaine, tomatoes, banana peppers and mayo.",11.79 USD
1365,SIGNATURE SANDWICHES,Dude Ranch,"Grilled turkey, bacon, cheddar, avocado mash, chopped romaine, tomatoes, and ranch dressing",11.79 USD
1365,SIGNATURE SANDWICHES,Wild Turkey,"Oven-roasted turkey, bacon, Swiss, avocado mash, spinach, tomatoes, and our housemade cranberry chipotle mayo",11.79 USD
1365,SIGNATURE SANDWICHES,Mountain Club,"Grilled turkey, bacon, and melted Swiss, topped with chopped romaine, tomatoes, red onions, and our own lemon pesto mayo.",11.79 USD
1365,SIGNATURE SANDWICHES,Hikers Harvest (Nut),"Grilled chicken, sweetened dried cranberries, candied pecans, red onions, chopped romaine and our own orange rosemary dressing",11.79 USD
1365,SIGNATURE SANDWICHES,Green Thumb (Veg),"Sauteed spinach, roasted red peppers, artichoke hearts, tomatoes, and mushrooms with melted Swiss and our own lemon pesto mayo.",11.59 USD
1365,SIGNATURE SANDWICHES,Hippie Chick P. (Veg),"Roasted red pepper hummus, cheddar, avocado mash, topped with spinach, tomatoes, cucumbers, red onions, and cilantro",11.49 USD
1365,SIGNATURE SANDWICHES,Alpine Dip *New Recipe*,"Grilled roast beef, horseradish aioli, sautéed mushrooms, caramelized onions and Swiss served with au jus.",12.19 USD
1365,SIGNATURE SANDWICHES,Chicken Cordon Bleu,"Grilled chicken, ham, provolone, romaine, tomatoes, and Maple Dijonnaise",11.79 USD
1365,SIGNATURE SANDWICHES,Wildfire Chicken,"Grilled chicken with melted provolone, avocado mash, tomatoes, and our housemade sriracha lime mayo.",11.79 USD
1365,SIGNATURE SANDWICHES,Ridgeline Pastrami,"Grilled pastrami, melted Swiss, sauerkraut, and 1000 island dressing on marble rye.",12.19 USD
1365,SIGNATURE SANDWICHES,Buckin Bronco Beef,"Grilled roast beef and melted pepper jack, topped with chopped romaime. jalepeno rings roasted red peppers, and our own chipotle mayo.",12.19 USD
1365,SIGNATURE SANDWICHES,C.Y.A SANDWICH,BREAD +  PROTEIN + CHEESE + 4 TOPPINGS + 2 SPREADS,7.5 USD
1365,SALADS,Blackened Caesar (Full Salad),"Blackened Chicken, romaine, shaved parmesan, croutons, parmesan crisps, Caesar dressing.",9.59 USD
1365,SALADS,Creekside Greek (Full Salad),"Grilled chicken, Kalamata olives, provolone, red onions, tomatoes, cucumbers, and chopped romaine tossed with Greek Feta dressing.",9.79 USD
1365,SALADS,Sweet Harvest (Nut) (Full Salad),"Grilled chicken, sweetened dried cranberries, candied pecans, red onions, and mixed greens, tossed with our own orange rosemary dressing.",9.5 USD
1365,SALADS,Country Cobb (Full Salad),"Grilled chicken, bacon, cheddar and crumbled blue cheese, sliced hardboiled egg, tomatoes, cucumbers, avocado, and chopped romaine tossed with ranch dressing.",9.99 USD
1365,SALADS,Italiano (Full Salad),"Pepperoni, Salami, Capacola, Ham, Romaine, Tomatoes, Red Onions, Banana Peppers and Italian Herb Dressing",9.79 USD
1365,SALADS,C.Y.A SALAD (CYA Full Salad)," - CHOICE OF GREENS + 5 TOPPINGS + DRESSING -",7.0 USD
1365,BREAKFAST (ALL DAY),Morning Moose Stack (BREAKFAST),"Sausage, Ham, Bacon, Scrambled Eggs, Cheddar",7.59 USD
1365,BREAKFAST (ALL DAY),Morning Moose (Single Meat) (BREAKFAST),"Scrambled eggs with your choice of bacon, sausage, or ham with melted cheddar on toasted bagel or ciabatta.",5.99 USD
1365,BREAKFAST (ALL DAY),Mo Rito (Mo Rito),"Scrambled eggs, chopped sirloin with melted American, seasoned potatoes, homemade salsa fresca, and cream cheese on a plain tortilla.",6.59 USD
1365,BREAKFAST (ALL DAY),Avocado Toast (BREAKFAST),"Fresh avocado, roasted red peppers, spinach on multigrain toast with balsamic vinaigrette",6.99 USD
1365,BREAKFAST (ALL DAY),Wake N' Bake Waffles (BREAKFAST),"Two pearl sugar-crusted Belgian waffles with maple syrup. ",6.49 USD
1365,BREAKFAST (ALL DAY),Mountain Sunrise (BREAKFAST),"Scrabbled eggs, sausage, sauteed spinach, roasted red peppers, and melted pepper jack on a chili tortilla.",5.99 USD
1365,BREAKFAST (ALL DAY),Southwest Steak &amp; Eggs (BREAKFAST),"Roast Beef, Scrambled Eggs, Pepper Jack, Chipotle Mayo and Jalapenos",6.79 USD
1365,PERFECT PAIR,1/2 Sandwich &amp; Cup of Soup (PERFECT PAIR),Your Choice of 2 Items:  Choice of Multigrain or Marble Rye &amp; Soup.,10.0 USD
1365,PERFECT PAIR,1/2 Sandwich &amp; Side Salad (PERFECT PAIR),Your Choice of 2 Items:  Choice of Multigrain or Marble Rye &amp; Salad.,10.0 USD
1365,SOUPS,Cream of Tomato Basil,,4.0 USD
1365,SOUPS,Homestyle Chicken Noodle,,4.0 USD
1365,SOUPS,Spicy Chicken Enchilada,,4.5 USD
1365,KIDS MENU,Chicken Noodle Soup (KIDS MENU),Homestyle Chicken Noodle Soup to make any kid smile!,6.0 USD
1365,KIDS MENU,Chicken Quesadilla (KIDS MENU),Tender chicken wrapped up in a warm tortilla with melted cheese,6.0 USD
1365,KIDS MENU,Mac N Cheese (KIDS MENU),Noodles smothered in melty cheese,6.0 USD
1365,KIDS MENU,Grilled Cheese (KIDS MENU),Grilled cheese sandwich served on multigrain bread.,6.0 USD
1365,KIDS MENU,Kids Mo! (KIDS MO!),"Cheeseburger sandwich! Chopped sirloin, American, mayo",6.0 USD
1365,SIDES &amp; DESSERTS,Chips (SIDES),,1.75 USD
1365,SIDES &amp; DESSERTS,Waffle Fries (SIDES),,3.0 USD
1365,SIDES &amp; DESSERTS,Big Cookie (SIDES),,2.0 USD
1365,SIDES &amp; DESSERTS,Mac-n-Cheese,,2.0 USD
1365,SIDES &amp; DESSERTS,Fudge Brownie (SIDES),,3.0 USD
1365,SIDES &amp; DESSERTS,Rice Krispy Treat (SIDES),,2.0 USD
1365,SIDES &amp; DESSERTS,Chips &amp; Fountain Drink Combo,,3.0 USD
1365,SIDES &amp; DESSERTS,Cookie and Fountain Drink Combo,,3.0 USD
1365,SIDES &amp; DESSERTS,Mac-Cheese and Fountain Drink Combo,,5.0 USD
1365,SIDES &amp; DESSERTS,Fries &amp; Fountain Drink Combo,,4.0 USD
1365,SIDES &amp; DESSERTS,Soup and Fountain Drink Combo,,5.0 USD
1365,COLD DRINKS,Fountain Drink,,2.25 USD
1365,COLD DRINKS,Bottled Water (COLD DRINKS),,2.0 USD
1365,COLD DRINKS,Capri Sun (COLD DRINKS),,1.25 USD
1365,COLD DRINKS,Gatorade (COLD DRINKS),,2.49 USD
1365,COLD DRINKS,Horizon Organic Milk (COLD DRINKS),,2.5 USD
1365,**ALMOST GONE***  Smokestack'd Mo!,KC Smokestack'd Mo!,"KC BBQ Pork STACK'D on our signature ground sirloin with Mayo, Cheddar Cheese, Crispy Onions &amp; Pickles",12.0 USD
1366,Picked for you,"Hand-Scooped Ice Cream Shake™ ","Creamy, hand-scooped ice cream blended with real milk and topped with Whipped Topping. Available in chocolate, vanilla, and strawberry.",4.95 USD
1366,Picked for you,"Super Star® with Cheese ","Two charbroiled all-beef patties, two slices of American cheese, lettuce, tomato, sliced onions, dill pickles, special sauce, and mayonnaise on a seeded bun. ",8.42 USD
1366,Picked for you,Monster Angus Burger,"Charbroiled Third Pound 100% black angus beef patties, 4 strips of bacon, 3 slices of melted American cheese and mayonnaise, served on a toasted potato bun.",10.9 USD
1366,Picked for you,"Famous Star® with Cheese ","Charbroiled All-Beef Patty, Melted American cheese, lettuce, tomato, sliced onions, dill pickles, Special Sauce, and mayonnaise on a seeded bun. ",6.93 USD
1366,Picked for you,"5 Piece - Hand-Breaded Chicken Tenders™ ","Premium, all-white meat chicken, hand dipped in buttermilk, lightly breaded and fried to a golden brown. Served with a choice of dipping sauce.",8.54 USD
1366,Charbroiled Burgers,Primal Angus Thickburger,"100%  Black Angus beef patty, charbroiled over an open flame and topped with tender slow cooked sliced prime rib, sweet and savory Amber sauce, smoked cheddar, and onion rings served on a toasted potato bun.",10.53 USD
1366,Charbroiled Burgers,"Famous Star® with Cheese ","Charbroiled All-Beef Patty, Melted American cheese, lettuce, tomato, sliced onions, dill pickles, Special Sauce, and mayonnaise on a seeded bun. ",6.93 USD
1366,Charbroiled Burgers,"Super Star® with Cheese ","Two charbroiled all-beef patties, two slices of American cheese, lettuce, tomato, sliced onions, dill pickles, special sauce, and mayonnaise on a seeded bun. ",8.42 USD
1366,Charbroiled Burgers,"Western Bacon Cheeseburger® ","Charbroiled all-beef patty, two strips of bacon,  American cheese, two crispy onion rings and tangy BBQ sauce on a seeded bun. ",7.18 USD
1366,Charbroiled Burgers,"Double Western Bacon Cheeseburger® ","Two charbroiled all-beef patty, two strips of bacon,  American cheese, two crispy onion rings and tangy BBQ sauce on a seeded bun. ",8.67 USD
1366,Charbroiled Burgers,The Big Hardee,"Two charbroiled all-beef patties, our classic sauce, two slices of melted American cheese, and lettuce all on a toasted seed bun.",7.18 USD
1366,Charbroiled Burgers,"Big Cheeseburger ","Charbroiled All-Beef Patty, Melted American Cheese, Dill Pickles, Onions, Mustard and Ketchup on a sesame seed bun. ",5.94 USD
1366,Charbroiled Burgers,Original Angus Burger,"Charbroiled Third Pound 100% Angus Beef, melted American cheese, lettuce, tomato, red onions, pickles, mustard, mayonnaise and ketchup, served on a potato bun. ",7.55 USD
1366,Charbroiled Burgers,Mushroom &amp; Swiss Angus Burger,"Charbroiled Third Pound 100% black angus beef patty, topped with melted Swiss and finished with mushroom sauce, served on a potato bun. ",7.8 USD
1366,Charbroiled Burgers,Bacon &amp; Cheese Angus Burger,"Charbroiled Third Pound 100% black angus beef patty, crisp bacon, melted American cheese, tomato, lettuce, red onion, and mayonnaise, served on a potato bun.",8.67 USD
1366,Charbroiled Burgers,Frisco Angus Burger,"Charbroiled Third Pound 100% black angus beef patty, crispy bacon, melted Swiss cheese, tomato, and mayonnaise, served on toasted sourdough. ",8.67 USD
1366,Charbroiled Burgers,Monster Angus Burger,"Charbroiled Third Pound 100% black angus beef patties, 4 strips of bacon, 3 slices of melted American cheese and mayonnaise, served on a toasted potato bun.",10.9 USD
1366,Charbroiled Burgers,Double Cheeseburger,"Two charbroiled all-beef patties topped with American Cheese, dill pickles, diced onions, ketchup, and mustard on a seeded bun.",4.7 USD
1366,Charbroiled Burgers,Small Hamburger,"Charbroiled all-beef patty topped with dill pickles, ketchup and mustard on a seeded bun.",3.09 USD
1366,Charbroiled Burgers,Small Cheeseburger,"Charbroiled all-beef patty topped with American cheese, dill pickles, ketchup and mustard on a seeded bun.",3.34 USD
1366,Chicken &amp; More,Hand-Breaded Chicken Sandwich,"Premium, all-white chicken fillet, hand dipped in buttermilk, lightly breaded and fried to a golden brown, deli pickle and mayonnaise served on a potato bun. ",6.93 USD
1366,Chicken &amp; More,"3 Piece - Hand-Breaded Chicken Tenders™ ","Premium, all-white meat chicken, hand dipped in buttermilk, lightly breaded and fried to a golden brown. Served with a choice of dipping sauce, small drink, small fry and chocolate chip cookie.",6.44 USD
1366,Chicken &amp; More,"5 Piece - Hand-Breaded Chicken Tenders™ ","Premium, all-white meat chicken, hand dipped in buttermilk, lightly breaded and fried to a golden brown. Served with a choice of dipping sauce.",8.54 USD
1366,Chicken &amp; More,10 Piece - Hand-Breaded Chicken Tenders™ Box,"Premium, all-white meat chicken, hand dipped in buttermilk, lightly breaded and fried to a golden brown. Served with a choice of dipping sauce.",15.24 USD
1366,Chicken &amp; More,15 Piece - Hand-Breaded Chicken Tenders™ Box,"Premium, all-white meat chicken, hand dipped in buttermilk, lightly breaded and fried to a golden brown. Served with a choice of dipping sauce.",24.29 USD
1366,Chicken &amp; More,20 Piece - Hand-Breaded Chicken Tenders™ Box,"Premium, all-white meat chicken, hand dipped in buttermilk, lightly breaded and fried to a golden brown. Served with a choice of dipping sauce.",28.01 USD
1366,Chicken &amp; More,Charbroiled Chicken Club Sandwich,"A charbroiled chicken breast, two strips of bacon, melted Swiss cheese, lettuce, tomato and mayonnaise, served on a seeded bun.",8.05 USD
1366,Chicken &amp; More,Big Hot Ham 'N' Cheese™,"Sliced ham and melted Swiss cheese, served on a potato bun. ",6.81 USD
1366,Chicken &amp; More,Big Roast Beef,"Sliced roast beef dipped in au jus, served on a premium bun, with your choice of horseradish or BBQ.",7.18 USD
1366,Chicken &amp; More,Monster Roast Beef,Sliced roast beef and melted American cheese served on a potato bun. Served with Horseradish or BBQ.,9.41 USD
1366,Chicken &amp; More,Original Hot Ham 'N' Cheese,"Sliced ham and melted Swiss cheese, served on a  premium bun.",4.95 USD
1366,Chicken &amp; More,Original Roast Beef Sandwich,"Sliced roast beef, on a seeded bun. Served with Horseradish or BBQ.",4.82 USD
1366,Sides &amp; Desserts,"9-piece Jalapeno POPPERS® Bites ","Crispy, breaded Cheddar cheese &amp; Jalapeño bites.",6.19 USD
1366,Sides &amp; Desserts,Natural-Cut French Fries,"Premium-quality, skin-on, Natural-Cut French fries.",3.21 USD
1366,Sides &amp; Desserts,Onion Rings,"Crispy, golden brown onion rings.",3.71 USD
1366,Sides &amp; Desserts,Crispy Curls®,"Premium-quality, skin-on, seasoned Crispy Curls",3.21 USD
