restaurant_id,category,name,description,price
1360,Specialties,Doritos® Cheesy Gordita Crunch - Nacho Cheese,"A Nacho Cheese Doritos® Locos Tacos wrapped up in a soft piece of flatbread with Seasoned Beef, Spicy Ranch Sauce, Lettuce, Cheddar Cheese, and a Three Cheese Blend.",5.03 USD
1360,Specialties,Cheesy Roll Up,"A warm flour tortilla filled with our 3-cheese blend. Item is lacto-ovo, allowing for dairy &amp; egg consumption. Preparation methods may lead to cross contact with meat. See ta.co for full details.",1.2 USD
1360,Specialties,Chicken Chipotle Melt,"Grilled chicken, creamy chipotle sauce, and real shredded cheddar cheese all wrapped up in a warm flour tortilla.",1.79 USD
1360,Tacos,Soft Taco,"A warm flour tortilla filled with seasoned beef, crispy lettuce and shredded cheddar cheese.",1.79 USD
1360,Tacos,Soft Taco Supreme®,"A warm flour tortilla filled with seasoned beef, cool sour cream, crispy lettuce, shredded cheddar cheese and ripe tomatoes.",2.75 USD
1360,Tacos,Crunchy Taco,"A crunchy taco shell filled with seasoned beef, crispy lettuce and shredded cheddar cheese.",1.79 USD
1360,Tacos,Crunchy Taco Supreme®,"A crunchy taco shell filled with seasoned beef, cool sour cream, crispy lettuce, shredded cheddar cheese and ripe tomatoes.",2.75 USD
1360,Tacos,Nacho Cheese Doritos® Locos Tacos,"A crunchy taco shell made from Nacho Cheese Doritos® is filled with seasoned beef, crispy lettuce, and pico de gallo.",2.63 USD
1360,Tacos,Nacho Cheese Doritos® Locos Tacos Supreme®,"A crunchy taco shell made from Nacho Cheese Doritos® is filled with seasoned beef, cool sour cream, crispy lettuce, shredded cheddar cheese and ripe tomatoes.",3.59 USD
1360,Burritos,Bean Burrito,"Warm flour tortilla filled with refried beans, shredded cheddar cheese, flavorful red sauce and diced onions. Item is lacto-ovo, allowing for dairy &amp; egg consumption. Preparation methods may lead to cross contact with meat. See ta.co for full details.",2.15 USD
1360,Burritos,Beefy 5-Layer Burrito,"A warm tortilla is covered in a layer of warm nacho cheese and topped with seasoned beef, refried beans, cool sour cream and shredded cheddar cheese. Then it's wrapped creating a layer of nacho cheese all around the outside of the burrito.",4.07 USD
1360,Burritos,Quesarito,"A melty cheese quesadilla, with shredded cheddar cheese and warm nacho cheese sauce is opened and wrapped around a burrito filled with seasoned beef, seasoned rice, cool sour cream and creamy chipotle sauce.",5.63 USD
1360,Burritos,Black Bean Quesarito,"Cheese &amp; nacho cheese sauce quesadilla wrapped around a black bean, seasoned rice, reduced fat source cream &amp; chipotle sauce burrito. Item is lacto-ovo, allowing for dairy &amp; egg consumption. Preparation methods may lead to cross contact with meat.",3.59 USD
1360,Burritos,Burrito Supreme®,"A warm flour tortilla loaded with seasoned beef, refried beans, tomatoes, onions, iceberg lettuce, reduced-fat sour cream, red sauce and cheddar cheese.",5.03 USD
1360,Burritos,Chipotle Ranch Grilled Chicken Burrito,"Grilled chicken, fiesta strips, avocado ranch sauce, creamy chipotle sauce, lettuce, tomatoes, and real shredded cheddar cheese wrapped inside a warm flour tortilla.",2.4 USD
